review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_praise,top_praise_clean,cluster_id,cluster_label,sentiment_type
1804,2017,1,Economy Class,Solo Leisure,KUL to EDI via DOH,United Kingdom,9,0.9,Yes,"food is very good, great in flight movies, comfortable seats","food is very good, great in flight movies, comfortable seats",0,Food: Good/Great,praise
1805,2017,1,Economy Class,Solo Leisure,LHR to CMB via DOH,United Kingdom,8,0.7,Yes,"cabin crew were great, meals were good","cabin crew were great, meals were good",6,Cabin Crew Friendly,praise
1807,2017,1,Economy Class,Solo Leisure,MAN to SIN via DOH,United Kingdom,8,0.7,Yes,Agent at transfer counter was professional and courteous,agent at transfer counter was professional and courteous,5,Class Experience,praise
1808,2017,1,Economy Class,Couple Leisure,CPH to BOM via DOH,United Arab Emirates,9,0.8,Yes,cabin crew very courteous and professional,cabin crew very courteous and professional,6,Cabin Crew Friendly,praise
1809,2017,1,Economy Class,Solo Leisure,KUL to LHR via DOH,Malaysia,8,0.8,Yes,"seats are comfortable, food tasty","seats are comfortable, food tasty",3,Comfortable Seats,praise
1810,2017,1,Business Class,Solo Leisure,EDI to KUL via DOH,Malaysia,9,0.8,Yes,"Seat very comfortable, food nice, cabin crew treat well","seat very comfortable, food nice, cabin crew treat well",3,Comfortable Seats,praise
1811,2017,1,Economy Class,Couple Leisure,SVO to DPS via DOH,Russian Federation,4,-0.3,No,cabin crew very nice and polite,cabin crew very nice and polite,6,Cabin Crew Friendly,praise
1812,2017,1,Business Class,Solo Leisure,MEL to CMN via DOH,Australia,9,0.9,Yes,"very comfortable space, attentive cabin crew","very comfortable space, attentive cabin crew",6,Cabin Crew Friendly,praise
1813,2017,1,Business Class,Couple Leisure,BCN to ADL via DOH,Australia,6,-0.7,No,hostess for our section of the plane was outstanding,hostess for our section of the plane was outstanding,8,Good <-> Excellent/Exceptional,praise
1814,2017,1,Business Class,Solo Leisure,CPH to BKK via DOH,Vietnam,7,-0.2,Yes,"FA did a great job, excellent lounge in Doha","fa did a great job, excellent lounge in doha",1,Doha Lounge Experience,praise
1815,2017,1,Economy Class,Couple Leisure,TUN to NRT via DOH,Tunisia,9,0.8,Yes,Awesome staff and excellent catering services.,awesome staff and excellent catering services.,0,Food: Good/Great,praise
1816,2016,12,Business Class,Couple Leisure,OSL to BKK via DOH,Switzerland,8,0.8,Yes,"Amazing cabin, quick service, friendly crew, amazing food and drinks in the lounge.","amazing cabin, quick service, friendly crew, amazing food and drinks in the lounge.",0,Food: Good/Great,praise
1817,2016,12,Economy Class,Solo Leisure,PHL to BKK via DOH,United States,8,0.85,Yes,"flight crew was excellent, in-flight entertainment best","flight crew was excellent, in-flight entertainment best",8,Good <-> Excellent/Exceptional,praise
1818,2016,12,Economy Class,Couple Leisure,PER to LHR via DOH,Australia,6,0.6,Yes,"good leg room, good entertainment","good leg room, good entertainment",3,Comfortable Seats,praise
1819,2016,12,Economy Class,Business,PNH to SGN,Vietnam,8,0.7,Yes,First time I have seen staff serving pre-departure water pre-departure. Well done,first time i have seen staff serving pre-departure water pre-departure. well done,2,Friendly & Helpful,praise
1821,2016,12,Economy Class,Couple Leisure,PER to MUC via DOH,Australia,6,-0.2,Yes,"seats comfortable, staff good","seats comfortable, staff good",3,Comfortable Seats,praise
1822,2016,12,Business Class,Couple Leisure,VCE to DOH,Italy,4,-0.2,No,"friendly staff, comfortable seats","friendly staff, comfortable seats",3,Comfortable Seats,praise
1823,2016,12,Economy Class,Business,DEL to EDI via DOH,United Kingdom,8,0.2,Yes,"cabin pressure, in-flight entertainment","cabin pressure, in-flight entertainment",8,Good <-> Excellent/Exceptional,praise
1824,2016,12,Business Class,Business,ARN to BKK via DOH,Switzerland,8,0.3,Yes,"very well trained and polite crew, very good cuisine on board","very well trained and polite crew, very good cuisine on board",0,Food: Good/Great,praise
1825,2016,12,Economy Class,Solo Leisure,CPT to KTM via DOH,South Africa,10,0.95,Yes,Wonderful experience in every way,wonderful experience in every way,5,Class Experience,praise
1826,2016,12,Business Class,Solo Leisure,IAH to KUL via DOH,Malaysia,9,0.9,Yes,"service was top notch, staff were friendly","service was top notch, staff were friendly",2,Friendly & Helpful,praise
1827,2016,12,Economy Class,Solo Leisure,KUL to AUH via DOH,Malaysia,7,0.6,Yes,"online booking system, cabin crew, entertainment system","online booking system, cabin crew, entertainment system",6,Cabin Crew Friendly,praise
1828,2016,12,Business Class,Solo Leisure,MAN to GOI via DOH,United Kingdom,8,0.8,Yes,"excellent cabin crew, excellent aircraft, best lounge I have been in","excellent cabin crew, excellent aircraft, best lounge i have been in",6,Cabin Crew Friendly,praise
1829,2016,12,Business Class,Business,LHR to BKK via DOH,United Kingdom,9,0.75,Yes,"nice business class seat that makes into a nice bed for sleep, great choice of films and TV to watch","nice business class seat that makes into a nice bed for sleep, great choice of films and tv to watch",3,Comfortable Seats,praise
1830,2016,11,Business Class,Solo Leisure,LHR to HKT via DOH,United Kingdom,8,0.8,Yes,impressive seat comfort and food/beverage quality,impressive seat comfort and food/beverage quality,3,Comfortable Seats,praise
1831,2016,11,Business Class,Solo Leisure,DOH to CCU,United States,9,0.9,Yes,superb flying experience,superb flying experience,8,Good <-> Excellent/Exceptional,praise
1832,2016,11,Economy Class,Solo Leisure,SYD to DOH,Australia,10,0.9,Yes,"great service, fantastic food","great service, fantastic food",0,Food: Good/Great,praise
1833,2016,11,Business Class,Solo Leisure,HKT to BRUvia DOH,Netherlands,5,-0.6,Yes,crew attentive,crew attentive,6,Cabin Crew Friendly,praise
1835,2016,11,Business Class,Couple Leisure,HKT to CPH via DOH,Denmark,9,0.85,Yes,Service from cabin crew amazing at all times and food standard very high,service from cabin crew amazing at all times and food standard very high,0,Food: Good/Great,praise
1836,2016,11,Business Class,Solo Leisure,MAN to BKK via DOH,United Kingdom,10,0.8,Yes,"Excellent service from flight attendants, best food on a flight","excellent service from flight attendants, best food on a flight",0,Food: Good/Great,praise
1837,2016,11,Economy Class,Solo Leisure,AUH to PER via DOH,United Arab Emirates,7,-0.3,Yes,"ample legroom, high standard food and IFE","ample legroom, high standard food and ife",0,Food: Good/Great,praise
1838,2016,11,Economy Class,Family Leisure,LHR to ISB via DOH,United Kingdom,9,0.9,Yes,Qatar didn't disappoint,qatar didn't disappoint,1,Doha Lounge Experience,praise
1839,2016,11,Economy Class,Solo Leisure,JNB to DXB via DOH,Zimbabwe,9,0.65,Yes,"staff as usual are top notch, menu was good","staff as usual are top notch, menu was good",2,Friendly & Helpful,praise
1840,2016,11,Business Class,Business,ATL to KWI via DOH,United States,9,0.8,Yes,great value and service,great value and service,4,Good <-> Excellent/Exceptional,praise
1841,2016,11,Business Class,Couple Leisure,DOH to DWC,Singapore,10,0.9,Yes,perfect breakfast,perfect breakfast,5,Class Experience,praise
1842,2016,11,Business Class,Couple Leisure,CPH to DOH,Singapore,10,0.8,Yes,"Seat - excellent, Onboard dining - excellent","seat - excellent, onboard dining - excellent",3,Comfortable Seats,praise
1843,2016,11,Business Class,Solo Leisure,DOH to FRA,Singapore,6,-0.6,Yes,"Very comfortable and private seat, best I have experienced.","very comfortable and private seat, best i have experienced.",3,Comfortable Seats,praise
1844,2016,11,First Class,Solo Leisure,DXB to DOH,Singapore,10,0.9,Yes,service was outstanding,service was outstanding,4,Good <-> Excellent/Exceptional,praise
1845,2016,11,Business Class,Business,JFK to MCT via DOH,Panama,8,0.6,Yes,"Seats were excellent, food tasty","seats were excellent, food tasty",3,Comfortable Seats,praise
1846,2016,11,Economy Class,Solo Leisure,SIN to AMM via DOH,Papua New Guinea,6,0.3,Yes,"service and comfort was quite good, economy class food was quite good","service and comfort was quite good, economy class food was quite good",0,Food: Good/Great,praise
1847,2016,11,Economy Class,Business,ARN to DOH,Qatar,7,0.8,Yes,"Service prompt and attentive, made me feel welcome","service prompt and attentive, made me feel welcome",4,Good <-> Excellent/Exceptional,praise
1848,2016,10,Business Class,Solo Leisure,HAN to BKK,United States,9,0.8,Yes,"efficient check-in, friendly staff","efficient check-in, friendly staff",2,Friendly & Helpful,praise
1849,2016,10,Business Class,Solo Leisure,DFW to DEL via DOH,United States,10,0.9,Yes,"excellent service, comfy beds/seats","excellent service, comfy beds/seats",3,Comfortable Seats,praise
1850,2016,10,Economy Class,Solo Leisure,HEL to MEL via DOH,Finland,8,0.7,Yes,"A350 amazing, cabin felt great, excellent food and drinks","a350 amazing, cabin felt great, excellent food and drinks",0,Food: Good/Great,praise
1851,2016,10,Business Class,Couple Leisure,LHR to PER via DOH,Australia,10,0.95,Yes,"impeccable inflight service, amazing food","impeccable inflight service, amazing food",0,Food: Good/Great,praise
1852,2016,10,Economy Class,Couple Leisure,PER to LHR via DOH,Australia,10,0.95,Yes,Qatar Airways is far and away the best airline I have flown with,qatar airways is far and away the best airline i have flown with,1,Doha Lounge Experience,praise
1853,2016,10,Business Class,Business,SIN to JRO via DOH,Singapore,4,0.1,No,seats were comfortable,seats were comfortable,3,Comfortable Seats,praise
1854,2016,10,Business Class,Solo Leisure,CMB to CAI via DOH,Vietnam,9,0.8,Yes,"excellent options on inbound flight, good care of elite frequent flyers","excellent options on inbound flight, good care of elite frequent flyers",8,Good <-> Excellent/Exceptional,praise
1855,2016,10,Economy Class,Solo Leisure,MNL to LHR via DOH,United Kingdom,1,-0.8,No,"excellent food, comfortable seats","excellent food, comfortable seats",3,Comfortable Seats,praise
1856,2016,10,Economy Class,Couple Leisure,MEL to CPH via DOH,Australia,7,0.9,Yes,"thoughtful staff, special anniversary gift","thoughtful staff, special anniversary gift",2,Friendly & Helpful,praise
1858,2016,10,Business Class,Couple Leisure,PER to BCN via DOH,Australia,9,0.7,Yes,"excellent service in Business Class, outstanding overall experience","excellent service in business class, outstanding overall experience",4,Good <-> Excellent/Exceptional,praise
1859,2016,10,Economy Class,Couple Leisure,CPH to KUL via DOH,Czech Republic,10,0.95,Yes,"Absolutely perfect staff, always helpful","absolutely perfect staff, always helpful",2,Friendly & Helpful,praise
1860,2016,10,Economy Class,Couple Leisure,PVG to MAD via DOH,China,7,-0.3,Yes,"friendly cabin crew, tasty vegetarian food, more legroom on return flight","friendly cabin crew, tasty vegetarian food, more legroom on return flight",0,Food: Good/Great,praise
1861,2016,10,Business Class,Couple Leisure,KUL to CDG via DOH,Malaysia,9,0.8,Yes,The crew treat you like an old friend,the crew treat you like an old friend,6,Cabin Crew Friendly,praise
1862,2016,10,Economy Class,Couple Leisure,MUC to BKK via DOH,Germany,9,0.8,Yes,staff are always nice and help me all the time,staff are always nice and help me all the time,2,Friendly & Helpful,praise
1863,2016,10,Business Class,Couple Leisure,SIN to FCO via SIN,Singapore,7,-0.6,Yes,Business lounge in Doha was great.,business lounge in doha was great.,1,Doha Lounge Experience,praise
1864,2016,10,Economy Class,Business,SGN to PNH,Vietnam,8,0.8,Yes,Everything functioned to perfection,everything functioned to perfection,5,Class Experience,praise
1865,2016,10,Business Class,Solo Leisure,PER to MAN via DOH,Australia,10,0.9,Yes,"Comfort from Perth to Doha was excellent, seats are huge and the flight crew were amazing","comfort from perth to doha was excellent, seats are huge and the flight crew were amazing",1,Doha Lounge Experience,praise
1867,2016,10,First Class,Solo Leisure,BKK to DOH,Malaysia,10,0.85,Yes,service and food excellent,service and food excellent,0,Food: Good/Great,praise
1868,2016,10,Business Class,Couple Leisure,PVG to DOH,Romania,10,0.9,Yes,"Food was tasty, well prepared and more than enough","food was tasty, well prepared and more than enough",0,Food: Good/Great,praise
1869,2016,9,Economy Class,Couple Leisure,BOM to ATL via DOH,India,6,0.6,Yes,"comfortable seat, good amenities","comfortable seat, good amenities",3,Comfortable Seats,praise
1870,2016,9,Business Class,Couple Leisure,PER to VCE via DOH,Australia,8,0.8,Yes,staff on the flight were exceptional,staff on the flight were exceptional,6,Cabin Crew Friendly,praise
1872,2016,9,Economy Class,Couple Leisure,PER to VCE via DOH,Australia,7,-0.3,Yes,Food was great and flights were on time,food was great and flights were on time,0,Food: Good/Great,praise
1874,2016,9,Business Class,Solo Leisure,AMM to KUL via DOH,Australia,6,-0.3,No,great flat bed seat and pajamas,great flat bed seat and pajamas,3,Comfortable Seats,praise
1876,2016,9,Economy Class,Solo Leisure,DOH to PHL,United States,9,0.8,Yes,"comfortable seats with plenty of legroom, great IFE, good meals","comfortable seats with plenty of legroom, great ife, good meals",3,Comfortable Seats,praise
1877,2016,9,Business Class,Couple Leisure,ADL to BCN via DOH,Australia,10,0.8,Yes,"Best comfort, food, and service overall","best comfort, food, and service overall",0,Food: Good/Great,praise
1878,2016,9,Economy Class,Solo Leisure,KHI to LHR via DOH,United Kingdom,9,0.8,Yes,"Good service, nice food, courteous staff","good service, nice food, courteous staff",0,Food: Good/Great,praise
1879,2016,8,Economy Class,Solo Leisure,LHR to KHI via DOH,United Kingdom,10,0.9,Yes,everything is excellent,everything is excellent,5,Class Experience,praise
1881,2016,8,Economy Class,Couple Leisure,BOM to FCO via DOH,India,10,0.95,Yes,Inflight experience was great,inflight experience was great,8,Good <-> Excellent/Exceptional,praise
1882,2016,8,Business Class,Business,BRU to DXB via DOH,Belgium,9,0.9,Yes,best I have flown,best i have flown,8,Good <-> Excellent/Exceptional,praise
1883,2016,8,Economy Class,Family Leisure,LAS to ATL via DOH,Nigeria,9,0.85,Yes,"ample space, good seat reclining and pitch","ample space, good seat reclining and pitch",3,Comfortable Seats,praise
1884,2016,8,Economy Class,Solo Leisure,BRU to NRT via DOH,France,6,0.3,Yes,service was pretty good,service was pretty good,4,Good <-> Excellent/Exceptional,praise
1885,2016,8,Economy Class,Family Leisure,CPH to SIN via DOH,Sweden,10,0.85,Yes,"tasty food and drinks, nice clean new aircraft","tasty food and drinks, nice clean new aircraft",0,Food: Good/Great,praise
